"","AppID","name","MetaScore","free","dlc","isDlc","developer","publisher","Mac","Windows","Linux","single","multi","mmo","coop","crossP","achieve","leadB","cloud","trade","workS","antiCheat","release_date","RPG","Strategy","Action","Adventure","Simulation","Indie","Casual","FreetoPlay","MassivelyMultiplayer","Racing","Sports","EarlyAccess"
"2053245",264830,"Professional Farmer 2014 - Good Ol\u2019 Times DLC",NA,0,0,1,"PlayWay S.A.","United Independent Entertainment GmbH",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2013-12-05,"False","False","False","False","True","False","False","False","False","False","False","False"
"2053811",264840,"Realms of Arkania: Blade of Destiny - For the Gods DLC",NA,0,0,1,"Crafty Studios","United Independent Entertainment GmbH",1,1,1,1,0,0,0,0,0,0,0,0,0,0,2014-02-07,"True","False","False","True","False","True","False","False","False","False","False","False"
"2054377",264990,"Young Justice: Legacy - Blue Beetle Hero Pack",NA,0,0,1,"","",0,1,0,1,1,0,1,0,1,1,0,0,0,0,2013-11-19,"True","False","True","False","False","False","False","False","False","False","False","False"
"2054943",265060,"APB Reloaded: New Blood Booster Pack",NA,0,0,1,"Reloaded Productions","Gamersfirst",0,1,0,0,1,1,0,0,1,0,0,0,0,0,2013-11-21,"False","False","True","False","False","False","False","True","True","False","False","False"
"2055509",265090,"Ragnarok Online 2 - Santa Claus Essentials Pack",NA,0,0,1,"Gravity, Inc.","Gravity Interactive",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2013-12-19,"True","False","False","False","False","False","False","True","True","False","False","False"
"2056075",265120,"Meridian: New World",43,0,1,0,"Elder Games","Merge Games,Headup Games",0,1,0,1,0,0,0,0,1,0,1,0,1,0,2014-04-04,"False","True","False","False","False","True","False","False","False","False","False","False"
"2056641",265130,"Marvel Puzzle Quest - S.H.I.E.L.D. New Recruit Pack",NA,0,0,1,"Demiurge Studios","D3Publisher of America, Inc.",0,1,0,1,1,0,0,1,0,0,0,0,0,0,2013-12-05,"True","False","False","False","False","False","False","True","False","False","False","False"
"2057207",265131,"Marvel Puzzle Quest - Avengers\u2019 Battle Kit",NA,0,0,1,"Demiurge Studios","D3Publisher of America, Inc.",0,1,0,1,1,0,0,1,0,0,0,0,0,0,2013-12-05,"True","False","False","False","False","False","False","True","False","False","False","False"
"2057641",265132,"Marvel Puzzle Quest - Nick Fury\u2019s Doomsday Plan",NA,0,0,1,"Demiurge Studios","D3Publisher of America, Inc.",0,1,0,1,1,0,0,1,0,0,0,0,0,0,2013-12-05,"True","False","False","False","False","False","False","True","False","False","False","False"
"2058075",265140,"Magic 2015 - Garruk's Revenge Expansion",NA,0,0,1,"Stainless games","Wizards of the Coast",0,1,0,1,1,0,0,0,1,0,0,1,0,0,2014-11-05,"False","True","False","False","False","False","False","False","False","False","False","False"
"2058509",265141,"Innistrad Card Collection",NA,0,0,1,"Stainless Games","Wizards of the Coast",0,1,0,1,1,0,0,0,1,1,1,1,0,0,2014-07-16,"False","True","False","False","False","False","False","False","False","False","False","False"
"2058943",265142,"Theros Card Collection",NA,0,0,1,"Stainless Games","Wizards of the Coast",0,1,0,1,1,0,0,0,1,0,1,1,0,0,2014-07-16,"False","True","False","False","False","False","False","False","False","False","False","False"
"2059377",265146,"Collection Unlock \u2014 Alara",NA,0,0,1,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014-11-05,"False","False","False","False","False","False","False","False","False","False","False","False"
"2059811",265170,"Acceleration of SUGURI X-Edition HD",NA,0,0,0,"Orange_Juice","Rockin Android,Rockin' Android",0,1,0,1,1,0,0,0,0,0,1,0,0,0,2014-07-01,"False","False","True","False","False","True","False","False","False","False","False","False"
"2060377",265190,"THIEF DLC: The Forsaken - Challenge Map",NA,0,0,1,"Eidos-Montréal,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,0,0,0,0,1,1,1,0,0,0,2014-02-25,"True","False","True","True","False","False","False","False","False","False","False","False"
"2060845",265191,"THIEF DLC: Booster Pack - Opportunist",NA,0,0,1,"Eidos-Montréal,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-02-25,"True","False","True","True","False","False","False","False","False","False","False","False"
"2061313",265192,"THIEF DLC: Booster Pack - Predator",NA,0,0,1,"Eidos-Montréal,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-02-25,"True","False","True","True","False","False","False","False","False","False","False","False"
"2061781",265193,"THIEF DLC: Booster Pack - Ghost",NA,0,0,1,"Eidos-Montréal,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-02-25,"True","False","True","True","False","False","False","False","False","False","False","False"
"2062249",265200,"Pinball FX2 - Doctor Strange Table",NA,0,0,1,"Zen Studios","",0,1,0,1,0,0,0,0,1,1,1,0,0,0,2013-12-18,"False","False","False","False","True","False","True","False","False","False","False","False"
"2062815",265210,"Viscera Cleanup Detail: Santa's Rampage",NA,0,0,0,"RuneStorm","RuneStorm",0,1,0,1,1,0,1,0,1,0,0,0,0,0,2013-12-13,"False","False","False","False","True","True","False","False","False","False","False","False"
"2063381",265240,"Crazy Machines: Golden Gears",NA,0,0,0,"FAKT Software Gmbh","Viva Media Inc",1,1,0,1,0,0,0,0,1,1,0,0,0,0,2014-03-27,"False","True","False","False","False","False","True","False","False","False","False","False"
"2063947",265290,"Marvel Heroes 2015 - Wolverine Hero Pack",NA,0,0,1,"Gazillion Entertainment","",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-11-27,"True","False","True","False","False","False","False","True","True","False","False","False"
"2064513",265291,"Marvel Heroes 2015 - Gambit Hero Pack",NA,0,0,1,"Gazillion Entertainment","",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-11-27,"True","False","True","False","False","False","False","True","True","False","False","False"
"2064947",265292,"Marvel Heroes 2015 - Avengers Assemble Team Pack",NA,0,0,1,"Gazillion Entertainment","",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-11-27,"True","False","True","False","False","False","False","True","True","False","False","False"
"2065381",265293,"Marvel Heroes 2015 - X-Force Team Pack",NA,0,0,1,"Gazillion Entertainment","",1,1,0,0,0,1,0,0,0,0,0,1,0,0,2013-11-27,"True","False","True","False","False","False","False","True","True","False","False","False"
"2065815",265300,"Lords Of The Fallen\u2122",73,0,6,0,"CI Games,Deck 13","CI Games",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-10-28,"True","False","True","False","False","False","False","False","False","False","False","False"
"2066285",265330,"Gomo",50,0,0,0,"Fishcow Studio","Daedalic Entertainment",1,1,0,1,0,0,0,0,0,0,1,1,0,0,2013-12-06,"False","False","False","True","False","True","False","False","False","False","False","False"
"2066851",265350,"Super Spatters Demo",NA,0,0,0,"SpikySnail","SpikySnail",0,1,0,1,0,0,0,0,1,1,0,1,0,0,2014-08-06,"False","False","True","False","False","True","True","False","False","False","False","False"
"2067285",265380,"Grimind",NA,0,0,0,"Paweł Mogiła","KISS ltd",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2014-02-13,"False","False","False","True","False","True","False","False","False","False","False","False"
"2067851",265410,"Space Hulk - Behemoth Skin DLC",NA,0,0,1,"Full Control Studios","",1,1,1,1,1,0,0,1,1,0,0,1,0,0,2013-11-21,"False","True","False","False","False","True","False","False","False","False","False","False"
"2068417",265460,"RPG Maker: Inspirational Vol. 1",NA,0,0,1,"Degica","Degica",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-22,"False","False","False","False","False","False","False","False","False","False","False","False"
"2068983",265550,"Dead Rising 3 Apocalypse Edition",NA,0,0,0,"Capcom Game Studio Vancouver","Capcom",0,1,0,1,1,0,1,0,1,1,1,1,0,0,2014-09-05,"False","False","True","False","False","False","False","False","False","False","False","False"
"2069549",265590,"The Red Solstice",74,0,1,0,"Ironward","Nkidu Games Inc.",0,1,0,1,1,0,1,0,1,1,1,1,0,0,2015-07-09,"True","True","True","False","False","True","False","False","False","False","False","True"
"2069890",265590,"The Red Solstice",74,0,1,0,"Ironward","Nkidu Games Inc.",0,1,0,1,1,0,1,0,1,1,1,1,0,0,2015-07-09,"True","True","True","False","False","True","False","False","False","False","False","False"
"2070115",265610,"Epic Battle Fantasy 4",NA,0,1,0,"Matt Roszak","Matt Roszak",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-02-25,"True","False","False","True","False","False","False","False","False","False","False","False"
"2070681",265630,"Fistful of Frags",NA,1,0,0,"Fistful of Frags Team","Fistful of Frags Team",1,1,1,0,1,0,0,1,1,0,0,0,0,0,2014-05-09,"False","False","True","False","False","True","False","True","False","False","False","False"
"2071247",265670,"Imagine Me",NA,0,0,0,"KinifiGames LLC","KinifiGames LLC",1,1,1,1,0,0,0,0,1,0,1,1,1,0,2014-03-14,"False","False","False","True","False","True","False","False","False","False","False","False"
"2071813",265690,"NaissanceE",66,0,0,0,"Limasse Five","Limasse Five",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-02-13,"False","False","False","True","False","True","False","False","False","False","False","False"
"2072379",265750,"Secret Ponchos",NA,0,1,0,"Switchblade Monkeys Entertainment","Switchblade Monkeys Entertainment",0,1,0,0,1,0,0,0,1,1,0,1,0,0,2015-10-13,"False","False","True","False","False","True","False","False","False","False","False","True"
"2072810",265750,"Secret Ponchos",NA,0,1,0,"Switchblade Monkeys Entertainment","Switchblade Monkeys Entertainment",0,1,0,0,1,0,0,0,1,1,0,1,0,0,2015-10-13,"False","False","True","False","False","True","False","False","False","False","False","False"
"2072945",265770,"Cannons Lasers Rockets",NA,0,0,0,"Net Games Laboratory","Net Games Distribution LTD",1,1,1,0,1,0,0,0,1,1,0,0,0,0,2014-02-04,"False","False","True","False","False","True","False","True","True","False","False","False"
"2073511",265790,"Residue: Final Cut",NA,0,0,0,"The Working Parts","The Working Parts",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-08-01,"False","False","False","True","False","True","False","False","False","False","False","False"
"2074077",265810,"The Sandbox",NA,0,1,0,"PIXOWL INC.","PIXOWL INC.",0,1,0,1,0,0,0,0,1,0,1,0,1,0,2015-06-29,"False","True","False","False","True","True","True","False","False","False","False","True"
"2074409",265810,"The Sandbox",NA,0,1,0,"PIXOWL INC.","PIXOWL INC.",0,1,0,1,0,0,0,0,1,0,1,0,1,0,2015-06-29,"False","True","False","False","True","True","True","False","False","False","False","False"
"2074643",265830,"Monochroma",NA,0,1,0,"Nowhere Studios","Nowhere Studios",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2014-05-28,"False","False","True","True","False","True","False","False","False","False","False","False"
"2075209",265870,"Alpha Kimori\u2122 1",NA,0,0,0,"Sherman3D","Sherman3D",0,1,0,1,0,0,0,0,0,0,0,1,0,0,2014-03-17,"True","True","False","True","False","True","True","False","False","False","False","False"
"2075775",265890,"Hexcells",NA,0,0,0,"Matthew Brown","Matthew Brown",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2014-02-19,"False","True","False","False","False","True","True","False","False","False","False","False"
"2076341",265930,"Goat Simulator",62,0,4,0,"Coffee Stain Studios","Coffee Stain Studios",1,1,1,1,0,0,1,0,1,1,1,1,1,0,2014-04-01,"False","False","False","False","True","True","True","False","False","False","False","False"
"2076907",265950,"Ether One",82,0,1,0,"White Paper Games","White Paper Games",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2014-03-25,"False","False","False","True","False","True","False","False","False","False","False","False"
"2077473",265970,"Worlds of Magic",52,0,2,0,"Wastelands Interactive","Wastelands Interactive",1,1,1,1,1,0,1,0,1,0,0,1,0,0,2015-03-19,"True","True","False","False","False","False","False","False","False","False","False","True"
"2077651",265970,"Worlds of Magic",52,0,2,0,"Wastelands Interactive","Wastelands Interactive",1,1,1,1,1,0,1,0,1,0,0,1,0,0,2015-03-19,"True","True","False","False","False","False","False","False","False","False","False","False"
"2077983",265990,"Rogue's Tale",NA,0,0,0,"Epixx.org","Epixx.org",0,1,1,1,0,0,0,0,1,0,0,0,0,0,2014-03-28,"True","False","False","False","False","True","False","False","False","False","False","False"
"2078549",266010,"LYNE",NA,0,0,0,"Thomas Bowker","Thomas Bowker",1,1,1,1,0,0,0,0,1,0,0,1,0,0,2014-03-17,"False","False","False","False","False","True","True","False","False","False","False","False"
"2079115",266030,"DRAKERZ-Confrontation",NA,1,6,0,"Peoleo Entertainment","Peoleo Entertainment",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2014-05-19,"False","True","False","False","False","True","False","True","False","False","False","False"
"2079681",266050,"Into the Dark: Ultimate Trash Edition",NA,0,0,0,"Homegrown Games","Homegrown Games",0,1,0,1,0,0,0,0,1,0,0,1,0,0,2014-05-01,"False","False","True","True","False","True","False","False","False","False","False","False"
"2080247",266070,"City of Steam: Arkadia",NA,1,0,0,"Mechanist Games","Mechanist Games",0,1,0,0,1,1,0,0,0,0,0,0,0,0,2014-03-06,"True","False","True","False","False","False","False","True","True","False","False","False"
"2080813",266090,"Starlite: Astronaut Rescue - Developed in Collaboration with NASA",NA,0,0,0,"Project Whitecard Studios Inc.","Project Whitecard Studios Inc.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-01-27,"True","False","False","True","True","False","False","False","False","False","False","False"
"2081379",266110,"Tower of Guns",76,0,1,0,"Terrible Posture Games","Terrible Posture Games LLC",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2014-03-04,"False","False","True","False","False","True","False","False","False","False","False","False"
"2081945",266130,"Breach & Clear",NA,0,1,0,"Mighty Rabbit Studios,Gun.","Gambitious Digital Entertainment,Devolver Digital",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-03-21,"True","True","True","False","True","False","False","False","False","False","False","False"
"2082511",266150,"Lost Saga NA",NA,1,4,0,"IO Entertainment","Smilegate West",0,1,0,0,1,0,0,0,1,0,0,1,0,0,2013-12-08,"False","False","True","False","False","False","True","True","False","False","False","False"
"2082953",266170,"Windforge",53,0,0,0,"Snowed In Studios","Snowed In Studios",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2014-03-11,"True","False","True","False","False","True","False","False","False","False","False","False"
"2083519",266210,"One Way Heroics",NA,0,1,0,"Smoking WOLF","AGM PLAYISM",0,1,0,1,0,0,0,0,1,0,1,1,0,0,2014-02-28,"True","False","False","False","False","True","False","False","False","False","False","False"
"2084085",266230,"Last Dream",NA,0,2,0,"White Giant RPG Studios","White Giant RPG Studios",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2014-03-13,"True","False","False","False","False","True","False","False","False","False","False","False"
"2084651",266250,"Procyon",NA,0,0,0,"Deadly Red Cube","Deadly Red Cube",0,1,0,1,0,0,1,0,1,1,1,1,0,0,2014-02-26,"False","False","True","False","False","True","False","False","False","False","False","False"
"2085217",266270,"Gridiron Solitaire",NA,0,0,0,"Bill and Eli Productions","Bill and Eli Productions",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-01-21,"False","False","False","False","False","False","True","False","False","False","True","False"
"2085783",266290,"Helicopter Simulator 2014: Search and Rescue",NA,0,0,0,"VipaGames","PlayWay S.A.",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2014-02-28,"False","False","False","False","True","False","False","False","False","False","False","False"
"2086349",266310,"GameGuru",NA,0,9,0,"The Game Creators","The Game Creators",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2015-05-19,"False","False","False","False","False","False","False","False","False","False","False","True"
"2086429",266310,"GameGuru",NA,0,9,0,"The Game Creators","The Game Creators",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2015-05-19,"False","False","False","False","False","False","False","False","False","False","False","False"
"2086701",266330,"Ethan: Meteor Hunter",NA,0,1,0,"Seaven Studio","Seaven Studio",0,1,0,1,0,0,0,0,1,1,1,1,0,0,2014-02-07,"False","False","True","False","False","True","False","False","False","False","False","False"
"2087267",266370,"Calibre 10 Racing",NA,0,0,0,"Bongfish GmbH","Bongfish GmbH",0,1,0,1,1,0,1,0,1,1,0,0,0,0,2014-03-26,"False","False","True","False","False","False","False","False","False","True","False","True"
"2087833",266390,"Farm for your Life",NA,0,0,0,"Hammer Labs","Hammer Labs",1,1,1,1,0,0,0,0,1,0,0,0,0,0,2013-06-05,"False","True","False","False","True","True","True","False","False","False","False","False"
"2088399",266450,"Conquest of Champions",NA,1,3,0,"Kihon Inc.","Kihon Inc.",1,1,0,1,1,0,0,1,0,0,0,1,0,0,2014-04-23,"True","True","False","False","False","True","False","True","False","False","False","True"
"2088965",266470,"Dark Horizons: Mechanized Corps",NA,0,0,0,"Max Gaming Technologies, LLC","Max Gaming Technologies, LLC",0,1,0,1,1,0,0,0,1,1,1,1,0,0,2014-07-22,"False","False","True","False","True","True","False","False","False","False","False","True"
"2089531",266490,"Lili: Child of Geos - Complete Edition",NA,0,0,0,"BitMonster, Inc.","BitMonster, Inc.",0,1,0,1,0,0,0,0,1,1,0,1,0,0,2014-05-09,"True","False","False","True","False","True","False","False","False","False","False","False"
"2090097",266510,"Hand of Fate",78,0,2,0,"Defiant Development","Defiant Development",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2015-02-17,"True","False","True","False","False","True","False","False","False","False","False","False"
"2090663",266550,"Spark Rising",NA,0,0,0,"Wicked Loot","Wicked Loot",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2014-05-08,"False","True","True","False","False","True","False","False","False","False","False","True"
"2091229",266590,"AGFPPROV3 Premium",NA,0,0,1,"Axis Game Factory LLC","Axis Game Factory LLC",1,1,1,1,1,0,0,0,0,0,0,0,0,0,2013-11-18,"False","False","False","False","False","False","False","False","False","False","False","False"
"2091795",266730,"Saints Row IV - Gamestop Warped Weapon Challenge",NA,0,0,1,"Deep Silver Volition","Deep Silver",0,1,1,1,0,0,1,0,1,0,1,1,0,0,2014-02-05,"False","False","True","True","False","False","False","False","False","False","False","False"
